#id (do not edit)                ,enabled / disabled,caliber in mm,sub-name,country override (several),ship type override (several),"model, grade N","scaling, grade N","scaling, grade N",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
@name,enabled,#mm,subName,countries,shipTypes,model_1,scale_1,max_scale_1,weight_modifier_1,caliber_length_modifier_1,model_2,scale_2,max_scale_2,weight_modifier_2,caliber_length_modifier_2,model_3,scale_3,max_scale_3,weight_modifier_3,caliber_length_modifier_3,model_4,scale_4,max_scale_4,weight_modifier_4,caliber_length_modifier_4,model_5,scale_5,max_scale_5,weight_modifier_5,caliber_length_modifier_5,#,#,#,#,#,#,#,#,#,#,,,,,,,,,
"gun_17_x1_greece_bb,bc",,432,gun_17_x1,greece,"bb, bc",dant_gun_245_x1,2.04,2.15,1.2,0.71,dreadnought_gun_c_305_x1,1.59,1.67,1.2,1.02,dreadnought_gun_c_305_x1,1.59,1.67,1.2,1.02,iowa_gun_406_x1,0.95,1,1.2,,iowa_gun_406_x1,0.95,1,1.2,,,,,,,,,,,,,,,,,,,,
"gun_17_x2_greece_bb,bc",,432,gun_17_x2,greece,"bb, bc",dant_gun_245_x2,2.04,2.15,0.95,0.71,dreadnought_gun_c_305_x2,1.59,1.67,0.95,1.02,dreadnought_gun_c_305_x2,1.59,1.67,0.95,1.02,iowa_gun_406_x2,0.95,1,0.95,,iowa_gun_406_x2,0.95,1,0.95,,,,,,,,,,,,,,,,,,,,
"gun_17_x3_greece_bb,bc",,432,gun_17_x3,greece,"bb, bc",dant_gun_245_x3,2.04,2.15,0.775,0.71,dreadnought_gun_c_305_x3,1.59,1.67,0.775,1.02,dreadnought_gun_c_305_x3,1.59,1.67,0.775,1.02,iowa_gun_406_x3,0.95,1,0.775,,iowa_gun_406_x3,0.95,1,0.775,,,,,,,,,,,,,,,,,,,,
"gun_17_x4_greece_bb,bc",,432,gun_17_x4,greece,"bb, bc",dant_gun_245_x4,2.04,2.15,0.71,0.71,dreadnought_gun_c_305_x4,1.59,1.67,0.71,1.02,dreadnought_gun_c_305_x4,1.59,1.67,0.71,1.02,iowa_gun_406_x4,0.95,1,0.71,,iowa_gun_406_x4,0.95,1,0.71,,,,,,,,,,,,,,,,,,,,
"gun_18_x1_greece_bb,bc",,457,gun_18_x1,greece,"bb, bc",dant_gun_245_x1,2.16,2.27,1.23,0.71,dreadnought_gun_c_305_x1,1.68,1.76,1.23,1.02,richelieu_gun_380_x1,1.44,1.515,1.23,0.72,richelieu_gun_380_x1,1.44,1.515,1.23,0.8,iowa_gun_406_x1,1.005,1.055,1.23,,,,,,,,,,,,,,,,,,,,
"gun_18_x2_greece_bb,bc",,457,gun_18_x2,greece,"bb, bc",dant_gun_245_x2,2.16,2.27,0.985,0.71,dreadnought_gun_c_305_x2,1.68,1.76,0.985,1.02,richelieu_gun_380_x2,1.44,1.515,0.985,0.72,richelieu_gun_380_x2,1.44,1.515,0.985,0.8,iowa_gun_406_x2,1.005,1.055,0.985,,,,,,,,,,,,,,,,,,,,
"gun_18_x3_greece_bb,bc",,457,gun_18_x3,greece,"bb, bc",dant_gun_245_x3,2.16,2.27,0.81,0.71,dreadnought_gun_c_305_x3,1.68,1.76,0.81,1.02,richelieu_gun_380_x3,1.44,1.515,0.81,0.72,richelieu_gun_380_x3,1.44,1.515,0.81,0.8,iowa_gun_406_x3,1.005,1.055,0.81,,,,,,,,,,,,,,,,,,,,
"gun_18_x4_greece_bb,bc",,457,gun_18_x4,greece,"bb, bc",dant_gun_245_x4,2.16,2.27,0.735,0.71,dreadnought_gun_c_305_x4,1.68,1.76,0.735,1.02,richelieu_gun_380_x4,1.44,1.515,0.735,0.72,richelieu_gun_380_x4,1.44,1.515,0.735,0.8,iowa_gun_406_x4,1.005,1.055,0.735,,,,,,,,,,,,,,,,,,,,
"gun_19_x1_greece_bb,bc",,483,gun_19_x1,greece,"bb, bc",dant_gun_245_x1,2.28,2.39,1.16,0.7,dreadnought_gun_c_305_x1,1.77,1.85,1.16,1,richelieu_gun_380_x1,1.52,1.595,1.16,0.72,richelieu_gun_380_x1,1.52,1.595,1.16,0.79,iowa_gun_406_x1,1.06,1.11,1.16,0.98,,,,,,,,,,,,,,,,,,,
"gun_19_x2_greece_bb,bc",,483,gun_19_x2,greece,"bb, bc",dant_gun_245_x2,2.28,2.39,0.95,0.7,dreadnought_gun_c_305_x2,1.77,1.85,0.95,1,richelieu_gun_380_x2,1.52,1.595,0.95,0.72,richelieu_gun_380_x2,1.52,1.595,0.95,0.79,iowa_gun_406_x2,1.06,1.11,0.95,0.98,,,,,,,,,,,,,,,,,,,
"gun_19_x3_greece_bb,bc",,483,gun_19_x3,greece,"bb, bc",dant_gun_245_x3,2.28,2.39,0.78,0.7,dreadnought_gun_c_305_x3,1.77,1.85,0.78,1,richelieu_gun_380_x3,1.52,1.595,0.78,0.72,richelieu_gun_380_x3,1.52,1.595,0.78,0.79,iowa_gun_406_x3,1.06,1.11,0.78,0.98,,,,,,,,,,,,,,,,,,,
"gun_19_x4_greece_bb,bc",,483,gun_19_x4,greece,"bb, bc",dant_gun_245_x4,2.28,2.39,0.725,0.7,dreadnought_gun_c_305_x4,1.77,1.85,0.725,1,richelieu_gun_380_x4,1.52,1.595,0.725,0.72,richelieu_gun_380_x4,1.52,1.595,0.725,0.79,iowa_gun_406_x4,1.06,1.11,0.725,0.98,,,,,,,,,,,,,,,,,,,
"gun_20_x1_greece_bb,bc",,508,gun_20_x1,greece,"bb, bc",dant_gun_245_x1,2.4,2.51,1.05,0.7,dreadnought_gun_c_305_x1,1.86,1.94,1.05,1,richelieu_gun_380_x1,1.6,1.675,1.05,0.71,richelieu_gun_380_x1,1.6,1.675,1.05,0.79,iowa_gun_406_x1,1.115,1.165,1.05,0.98,,,,,,,,,,,,,,,,,,,
"gun_20_x2_greece_bb,bc",,508,gun_20_x2,greece,"bb, bc",dant_gun_245_x2,2.4,2.51,0.85,0.7,dreadnought_gun_c_305_x2,1.86,1.94,0.85,1,richelieu_gun_380_x2,1.6,1.675,0.85,0.71,richelieu_gun_380_x2,1.6,1.675,0.85,0.79,iowa_gun_406_x2,1.115,1.165,0.85,0.98,,,,,,,,,,,,,,,,,,,
"gun_20_x3_greece_bb,bc",,508,gun_20_x3,greece,"bb, bc",dant_gun_245_x3,2.4,2.51,0.7,0.7,dreadnought_gun_c_305_x3,1.86,1.94,0.7,1,richelieu_gun_380_x3,1.6,1.675,0.7,0.71,richelieu_gun_380_x3,1.6,1.675,0.7,0.79,iowa_gun_406_x3,1.115,1.165,0.7,0.98,,,,,,,,,,,,,,,,,,,
"gun_20_x4_greece_bb,bc",,508,gun_20_x4,greece,"bb, bc",dant_gun_245_x4,2.4,2.51,0.65,0.7,dreadnought_gun_c_305_x4,1.86,1.94,0.65,1,richelieu_gun_380_x4,1.6,1.675,0.65,0.71,richelieu_gun_380_x4,1.6,1.675,0.65,0.79,iowa_gun_406_x4,1.115,1.165,0.65,0.98,,,,,,,,,,,,,,,,,,,
###,,,###,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x1_scandinavia,,51,gun_2_x1,scandinavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x2_scandinavia,,51,gun_2_x2,scandinavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x3_scandinavia,,51,gun_2_x3,scandinavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_2_x4_scandinavia,,51,gun_2_x4,scandinavia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_scandinavia_dd,,76,gun_3_x1,scandinavia,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x2_scandinavia_dd,,76,gun_3_x2,scandinavia,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x3_scandinavia_dd,,76,gun_3_x3,scandinavia,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x4_scandinavia_dd,,76,gun_3_x4,scandinavia,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x1_scandinavia_dd,,102,gun_4_x1,scandinavia,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x2_scandinavia_dd,,102,gun_4_x2,scandinavia,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x3_scandinavia_dd,,102,gun_4_x3,scandinavia,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_4_x4_scandinavia_dd,,102,gun_4_x4,scandinavia,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x1_scandinavia_dd,,127,gun_5_x1,scandinavia,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x2_scandinavia_dd,,127,gun_5_x2,scandinavia,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x3_scandinavia_dd,,127,gun_5_x3,scandinavia,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_5_x4_scandinavia_dd,,127,gun_5_x4,scandinavia,"dd, tb",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
gun_3_x1_scandinavia_cl,,76,gun_3_x1,scandinavia,cl,,,,,,,,,,,hood_gun_140_x1,0.6,0.78,1.45,1.76,bismarck_gun_105_x1,0.6,0.79,1.45,2.3,bismarck_gun_105_x1,0.6,0.79,1.45,2.3,,,,,,,,,,,,,,,,,,,
gun_3_x2_scandinavia_cl,,76,gun_3_x2,scandinavia,cl,tsesarevich_gun_152_x2,0.525,0.745,1.08,1.95,didox_gun_cal133_x2,0.45,0.59,1.08,2.84,hood_gun_140_x2,0.6,0.78,1.08,1.76,bismarck_gun_105_x2,0.6,0.79,1.08,2.3,bismarck_gun_105_x2,0.6,0.79,1.08,2.3,,,,,,,,,,,,,,,,,,,
gun_3_x3_scandinavia_cl,,76,gun_3_x3,scandinavia,cl,tsesarevich_gun_152_x3,0.525,0.745,0.83,1.95,didox_gun_cal133_x3,0.45,0.59,0.83,2.84,hood_gun_140_x3,0.6,0.78,0.83,1.76,bismarck_gun_105_x3,0.6,0.79,0.83,2.3,bismarck_gun_105_x3,0.6,0.79,0.83,2.3,,,,,,,,,,,,,,,,,,,
gun_3_x4_scandinavia_cl,,76,gun_3_x4,scandinavia,cl,,,,,,didox_gun_cal133_x4,0.45,0.59,0.74,2.84,,,,0.74,,bismarck_gun_105_x4,0.6,0.79,0.74,2.3,bismarck_gun_105_x4,0.6,0.79,0.74,2.3,,,,,,,,,,,,,,,,,,,
gun_4_x1_scandinavia_cl,,102,gun_4_x1,scandinavia,cl,,,,,,,,,,,hood_gun_140_x1,0.8,0.98,1.7,1.46,bismarck_gun_105_x1,0.8,0.99,1.7,1.9,bismarck_gun_105_x1,0.8,0.99,1.7,1.9,,,,,,,,,,,,,,,,,,,
gun_4_x2_scandinavia_cl,,102,gun_4_x2,scandinavia,cl,tsesarevich_gun_152_x2,0.75,0.87,1.28,1.5,didox_gun_cal133_x2,0.6,0.74,1.28,2.34,hood_gun_140_x2,0.8,0.98,1.28,1.46,bismarck_gun_105_x2,0.8,0.99,1.28,1.9,bismarck_gun_105_x2,0.8,0.99,1.28,1.9,,,,,,,,,,,,,,,,,,,
gun_4_x3_scandinavia_cl,,102,gun_4_x3,scandinavia,cl,tsesarevich_gun_152_x3,0.75,0.87,1,1.5,didox_gun_cal133_x3,0.6,0.74,1,2.34,hood_gun_140_x3,0.8,0.98,1,1.46,bismarck_gun_105_x3,0.8,0.99,1,1.9,bismarck_gun_105_x3,0.8,0.99,1,1.9,,,,,,,,,,,,,,,,,,,
gun_4_x4_scandinavia_cl,,102,gun_4_x4,scandinavia,cl,,,,,,didox_gun_cal133_x4,0.6,0.74,0.85,2.34,,,,0.85,,bismarck_gun_105_x4,0.8,0.99,0.85,1.9,bismarck_gun_105_x4,0.8,0.99,0.85,1.9,,,,,,,,,,,,,,,,,,,
gun_5_x1_scandinavia_cl,,127,gun_5_x1,scandinavia,cl,,,,,,,,,,,hood_gun_140_x1,1,1.18,1.25,1.14,bismarck_gun_105_x1,1,1.19,1.25,1.5,bismarck_gun_105_x1,1,1.19,1.25,1.5,,,,,,,,,,,,,,,,,,,
gun_5_x2_scandinavia_cl,,127,gun_5_x2,scandinavia,cl,tsesarevich_gun_152_x2,0.875,1.045,0.95,1.26,didox_gun_cal133_x2,0.75,0.89,0.95,1.82,hood_gun_140_x2,1,1.18,0.95,1.14,bismarck_gun_105_x2,1,1.19,0.95,1.5,bismarck_gun_105_x2,1,1.19,0.95,1.5,,,,,,,,,,,,,,,,,,,
gun_5_x3_scandinavia_cl,,127,gun_5_x3,scandinavia,cl,tsesarevich_gun_152_x3,0.875,1.045,0.75,1.26,didox_gun_cal133_x3,0.75,0.89,0.75,1.82,hood_gun_140_x3,1,1.18,0.75,1.14,bismarck_gun_105_x3,1,1.19,0.75,1.5,bismarck_gun_105_x3,1,1.19,0.75,1.5,,,,,,,,,,,,,,,,,,,
gun_5_x4_scandinavia_cl,,127,gun_5_x4,scandinavia,cl,,,,,,didox_gun_cal133_x4,0.75,0.89,0.68,1.82,,,,0.68,,bismarck_gun_105_x4,1,1.19,0.68,1.5,bismarck_gun_105_x4,1,1.19,0.68,1.5,,,,,,,,,,,,,,,,,,,
gun_6_x1_scandinavia_cl,,152,gun_6_x1,scandinavia,cl,,,,,,,,,,,ussr_gun_152_x1,0.84,0.975,1.185,1.6,moga_gun_200_x1,0.63,0.73,1.185,2.08,moga_gun_200_x1,0.63,0.73,1.185,2.08,,,,,,,,,,,,,,,,,,,
gun_6_x2_scandinavia_cl,,152,gun_6_x2,scandinavia,cl,tsesarevich_gun_152_x2,1.050,1.22,0.86,1.2,didox_gun_cal133_x2,0.9,1.04,0.86,1.72,ussr_gun_152_x2,0.84,0.975,0.86,1.6,moga_gun_200_x2,0.63,0.73,0.86,2.08,moga_gun_200_x2,0.63,0.73,0.86,2.08,,,,,,,,,,,,,,,,,,,
gun_6_x3_scandinavia_cl,,152,gun_6_x3,scandinavia,cl,tsesarevich_gun_152_x3,1.050,1.22,0.66,1.2,didox_gun_cal133_x3,0.9,1.04,0.66,1.72,ussr_gun_152_x3,0.84,0.975,0.66,1.6,moga_gun_200_x3,0.63,0.73,0.66,2.08,moga_gun_200_x3,0.63,0.73,0.66,2.08,,,,,,,,,,,,,,,,,,,
gun_6_x4_scandinavia_cl,,152,gun_6_x4,scandinavia,cl,,,,,,didox_gun_cal133_x4,0.9,1.04,0.6,1.72,,,,,,moga_gun_200_x4,0.63,0.73,0.6,2.08,moga_gun_200_x4,0.63,0.73,0.6,2.08,,,,,,,,,,,,,,,,,,,
"gun_3_x1_scandinavia_ca,bb,bc",,76,gun_3_x1,scandinavia,"ca, bb, bc",tsesarevich_gun_152_x1,0.525,0.745,1.45,1.95,dido_gun_cal200_x1,0.33,0.41,1.45,2.14,dreadnought_gun_178_x1,0.51,0.67,1.45,2,bismarck_gun_150_x1,0.475,0.55,1.45,2.575,bismarck_gun_b_150_x1,0.475,0.55,1.45,2.575,,,,,,,,,,,,,,,,,,,
"gun_3_x2_scandinavia_ca,bb,bc",,76,gun_3_x2,scandinavia,"ca, bb, bc",tsesarevich_gun_152_x2,0.525,0.745,1.08,1.95,dido_gun_cal200_x2,0.33,0.41,1.08,2.14,dreadnought_gun_178_x2,0.51,0.67,1.08,2,bismarck_gun_150_x2,0.475,0.55,1.08,2.575,bismarck_gun_b_150_x2,0.475,0.55,1.08,2.575,,,,,,,,,,,,,,,,,,,
"gun_3_x3_scandinavia_ca,bb,bc",,76,gun_3_x3,scandinavia,"ca, bb, bc",tsesarevich_gun_152_x3,0.525,0.745,0.83,1.95,dido_gun_cal200_x3,0.33,0.41,0.83,2.14,dreadnought_gun_178_x3,0.51,0.67,0.83,2,bismarck_gun_150_x3,0.475,0.55,0.83,2.575,bismarck_gun_b_150_x3,0.475,0.55,0.83,2.575,,,,,,,,,,,,,,,,,,,
"gun_3_x4_scandinavia_ca,bb,bc",,76,gun_3_x4,scandinavia,"ca, bb, bc",,,,,,dido_gun_cal200_x4,0.33,0.41,0.74,2.14,dreadnought_gun_178_x4,0.51,0.67,0.74,2,bismarck_gun_150_x4,0.475,0.55,0.74,2.575,bismarck_gun_b_150_x4,0.475,0.55,0.74,2.575,,,,,,,,,,,,,,,,,,,
"gun_4_x1_scandinavia_ca,bb,bc",,102,gun_4_x1,scandinavia,"ca, bb, bc",tsesarevich_gun_152_x1,0.75,0.87,1.7,1.5,dido_gun_cal200_x1,0.42,0.5,1.7,1.84,dreadnought_gun_178_x1,0.68,0.84,1.7,1.65,bismarck_gun_150_x1,0.6,0.7,1.7,2.23,bismarck_gun_b_150_x1,0.6,0.7,1.7,2.23,,,,,,,,,,,,,,,,,,,
"gun_4_x2_scandinavia_ca,bb,bc",,102,gun_4_x2,scandinavia,"ca, bb, bc",tsesarevich_gun_152_x2,0.75,0.87,1.28,1.5,dido_gun_cal200_x2,0.42,0.5,1.28,1.84,dreadnought_gun_178_x2,0.68,0.84,1.28,1.65,bismarck_gun_150_x2,0.6,0.7,1.28,2.23,bismarck_gun_b_150_x2,0.6,0.7,1.28,2.23,,,,,,,,,,,,,,,,,,,
"gun_4_x3_scandinavia_ca,bb,bc",,102,gun_4_x3,scandinavia,"ca, bb, bc",tsesarevich_gun_152_x3,0.75,0.87,1,1.5,dido_gun_cal200_x3,0.42,0.5,1,1.84,dreadnought_gun_178_x3,0.68,0.84,1,1.65,bismarck_gun_150_x3,0.6,0.7,1,2.23,bismarck_gun_b_150_x3,0.6,0.7,1,2.23,,,,,,,,,,,,,,,,,,,
"gun_4_x4_scandinavia_ca,bb,bc",,102,gun_4_x4,scandinavia,"ca, bb, bc",,,,,,dido_gun_cal200_x4,0.42,0.5,0.85,1.84,dreadnought_gun_178_x4,0.68,0.84,0.85,1.65,bismarck_gun_150_x4,0.6,0.7,0.85,2.23,bismarck_gun_b_150_x4,0.6,0.7,0.85,2.23,,,,,,,,,,,,,,,,,,,
"gun_5_x1_scandinavia_ca,bb,bc",,127,gun_5_x1,scandinavia,"ca, bb, bc",tsesarevich_gun_152_x1,0.875,1.045,1.25,1.26,dido_gun_cal200_x1,0.51,0.59,1.25,1.5,dreadnought_gun_178_x1,0.85,1.01,1.25,1.3,bismarck_gun_150_x1,0.725,0.8,1.25,1.855,bismarck_gun_b_150_x1,0.725,0.8,1.25,1.855,,,,,,,,,,,,,,,,,,,
"gun_5_x2_scandinavia_ca,bb,bc",,127,gun_5_x2,scandinavia,"ca, bb, bc",tsesarevich_gun_152_x2,0.875,1.045,0.95,1.26,dido_gun_cal200_x2,0.51,0.59,0.95,1.5,dreadnought_gun_178_x2,0.85,1.01,0.95,1.3,bismarck_gun_150_x2,0.725,0.8,0.95,1.855,bismarck_gun_b_150_x2,0.725,0.8,0.95,1.855,,,,,,,,,,,,,,,,,,,
"gun_5_x3_scandinavia_ca,bb,bc",,127,gun_5_x3,scandinavia,"ca, bb, bc",tsesarevich_gun_152_x3,0.875,1.045,0.75,1.26,dido_gun_cal200_x3,0.51,0.59,0.75,1.5,dreadnought_gun_178_x3,0.85,1.01,0.75,1.3,bismarck_gun_150_x3,0.725,0.8,0.75,1.855,bismarck_gun_b_150_x3,0.725,0.8,0.75,1.855,,,,,,,,,,,,,,,,,,,
"gun_5_x4_scandinavia_ca,bb,bc",,127,gun_5_x4,scandinavia,"ca, bb, bc",,,,,,dido_gun_cal200_x4,0.51,0.59,0.68,1.5,dreadnought_gun_178_x4,0.85,1.01,0.68,1.3,bismarck_gun_150_x4,0.725,0.8,0.68,1.855,bismarck_gun_b_150_x4,0.725,0.8,0.68,1.855,,,,,,,,,,,,,,,,,,,
"gun_6_x1_scandinavia_ca,bb,bc",,152,gun_6_x1,scandinavia,"ca, bb, bc",tsesarevich_gun_152_x1,1.050,1.22,1.185,1.2,agamemnon_gun_b_228_x1,0.9,1.04,1.185,1.38,warrior_gun_228_x1,0.9,1.04,1.185,1.04,nelson_gun_152_x1,0.96,1.11,1.185,1.3,mont_gun_152_x1,1.050,1.22,1.185,1.28,,,,,,,,,,,,,,,,,,,
"gun_6_x2_scandinavia_ca,bb,bc",,152,gun_6_x2,scandinavia,"ca, bb, bc",tsesarevich_gun_152_x2,1.050,1.22,0.86,1.2,agamemnon_gun_b_228_x2,0.9,1.04,0.86,1.38,warrior_gun_228_x2,0.9,1.04,0.86,1.04,nelson_gun_152_x2,0.96,1.11,0.86,1.3,mont_gun_152_x2,1.050,1.22,0.86,1.28,,,,,,,,,,,,,,,,,,,
"gun_6_x3_scandinavia_ca,bb,bc",,152,gun_6_x3,scandinavia,"ca, bb, bc",tsesarevich_gun_152_x3,1.050,1.22,0.66,1.2,agamemnon_gun_b_228_x3,0.9,1.04,0.66,1.7,warrior_gun_228_x3,0.9,1.04,0.66,1.04,nelson_gun_152_x3,0.96,1.11,0.66,1.3,mont_gun_152_x3,1.050,1.22,0.66,1.28,,,,,,,,,,,,,,,,,,,
"gun_6_x4_scandinavia_ca,bb,bc",,152,gun_6_x4,scandinavia,"ca, bb, bc",,,,,,agamemnon_gun_b_228_x4,0.9,1.04,0.6,1.7,warrior_gun_228_x4,0.9,1.04,0.6,1.04,nelson_gun_152_x4,0.96,1.11,0.6,1.54,mont_gun_152_x4,1.050,1.22,0.6,1.28,,,,,,,,,,,,,,,,,,,
"gun_7_x1_scandinavia_cl,ca,bb,bc",,178,gun_7_x1,scandinavia,"cl, ca, bb, bc",tsesarevich_gun_152_x1,1.225,1.395,1.21,1.18,agamemnon_gun_b_228_x1,1.05,1.19,1.21,1.36,warrior_gun_228_x1,1.05,1.19,1.21,1.02,nelson_gun_152_x1,1.12,1.27,1.21,1.28,mont_gun_152_x1,1.225,1.395,1.21,1.24,,,,,,,,,,,,,,,,,,,
"gun_7_x2_scandinavia_cl,ca,bb,bc",,178,gun_7_x2,scandinavia,"cl, ca, bb, bc",tsesarevich_gun_152_x2,1.225,1.395,0.9,1.18,agamemnon_gun_b_228_x2,1.05,1.19,0.9,1.36,warrior_gun_228_x2,1.05,1.19,0.9,1.02,nelson_gun_152_x2,1.12,1.27,0.9,1.28,mont_gun_152_x2,1.225,1.395,0.9,1.24,,,,,,,,,,,,,,,,,,,
"gun_7_x3_scandinavia_cl,ca,bb,bc",,178,gun_7_x3,scandinavia,"cl, ca, bb, bc",tsesarevich_gun_152_x3,1.225,1.395,0.705,1.18,agamemnon_gun_b_228_x3,1.05,1.19,0.705,1.64,warrior_gun_228_x3,1.05,1.19,0.705,1.02,nelson_gun_152_x3,1.12,1.27,0.705,1.28,mont_gun_152_x3,1.225,1.395,0.705,1.24,,,,,,,,,,,,,,,,,,,
"gun_7_x4_scandinavia_cl,ca,bb,bc",,178,gun_7_x4,scandinavia,"cl, ca, bb, bc",,,,,,agamemnon_gun_b_228_x4,1.05,1.19,0.64,1.64,warrior_gun_228_x4,1.05,1.19,0.64,1.02,nelson_gun_152_x4,1.12,1.27,0.64,1.5,mont_gun_152_x4,1.225,1.395,0.64,1.24,,,,,,,,,,,,,,,,,,,
"gun_8_x1_scandinavia_ca,bb,bc",,203,gun_8_x1,scandinavia,"ca, bb, bc",friedrich_gun_228_x1,0.82,0.92,1.17,1.52,ny_gun_210_x1,1.546,1.722,1.17,0.975,vdt_gun_280_x1,0.82,0.92,1.17,1.14,nelson_gun_152_x1,1.28,1.43,1.17,1.24,mont_gun_152_x1,1.4,1.57,1.17,1.2,,,,,,,,,,,,,,,,,,,
"gun_8_x2_scandinavia_ca,bb,bc",,203,gun_8_x2,scandinavia,"ca, bb, bc",friedrich_gun_228_x2,0.82,0.92,0.88,1.52,ny_gun_210_x2,1.546,1.722,0.88,0.975,vdt_gun_280_x2,0.82,0.92,0.88,1.14,nelson_gun_152_x2,1.28,1.43,0.88,1.24,mont_gun_152_x2,1.4,1.57,0.88,1.2,,,,,,,,,,,,,,,,,,,
"gun_8_x3_scandinavia_ca,bb,bc",,203,gun_8_x3,scandinavia,"ca, bb, bc",friedrich_gun_228_x3,0.82,0.92,0.69,1.52,ny_gun_210_x3,1.546,1.722,0.69,0.975,vdt_gun_280_x3,0.82,0.92,0.69,1.14,nelson_gun_152_x3,1.28,1.43,0.69,1.24,mont_gun_152_x3,1.4,1.57,0.69,1.2,,,,,,,,,,,,,,,,,,,
"gun_8_x4_scandinavia_ca,bb,bc",,203,gun_8_x4,scandinavia,"ca, bb, bc",,,,,,,,,0.63,,vdt_gun_280_x4,0.82,0.92,0.63,1.14,nelson_gun_152_x4,1.28,1.43,0.63,1.46,mont_gun_152_x4,1.4,1.57,0.63,1.2,,,,,,,,,,,,,,,,,,,
"gun_9_x1_scandinavia_ca,bb,bc",,229,gun_9_x1,scandinavia,"ca, bb, bc",friedrich_gun_228_x1,0.9225,1.0225,1.1,1.46,ny_gun_210_x1,1.742,1.918,1.1,0.95,vdt_gun_280_x1,0.9225,1.0225,1.1,1.1,nelson_gun_152_x1,1.44,1.59,1.1,1.2,mont_gun_152_x1,1.575,1.745,1.1,1.18,,,,,,,,,,,,,,,,,,,
"gun_9_x2_scandinavia_ca,bb,bc",,229,gun_9_x2,scandinavia,"ca, bb, bc",friedrich_gun_228_x2,0.9225,1.0225,0.82,1.46,ny_gun_210_x2,1.742,1.918,0.82,0.95,vdt_gun_280_x2,0.9225,1.0225,0.82,1.1,nelson_gun_152_x2,1.44,1.59,0.82,1.2,mont_gun_152_x2,1.575,1.745,0.82,1.18,,,,,,,,,,,,,,,,,,,
"gun_9_x3_scandinavia_ca,bb,bc",,229,gun_9_x3,scandinavia,"ca, bb, bc",friedrich_gun_228_x3,0.9225,1.0225,0.64,1.46,ny_gun_210_x3,1.742,1.918,0.64,0.95,vdt_gun_280_x3,0.9225,1.0225,0.64,1.1,nelson_gun_152_x3,1.44,1.59,0.64,1.2,mont_gun_152_x3,1.575,1.745,0.64,1.18,,,,,,,,,,,,,,,,,,,
"gun_9_x4_scandinavia_ca,bb,bc",,229,gun_9_x4,scandinavia,"ca, bb, bc",,,,,,,,,0.58,,vdt_gun_280_x4,0.9225,1.0225,0.58,1.1,nelson_gun_152_x4,1.44,1.59,0.58,1.42,mont_gun_152_x4,1.575,1.745,0.58,1.18,,,,,,,,,,,,,,,,,,,
"gun_10_x1_scandinavia_ca,bb,bc",,254,gun_10_x1,scandinavia,"ca, bb, bc",friedrich_gun_228_x1,1.025,1.125,1.2,1.425,ny_gun_210_x1,1.938,2.114,1.2,0.925,vdt_gun_280_x1,1.025,1.125,1.2,1.06,dreadnought_gun_c_305_x1,0.96,1.04,1.2,1.28,bismarck_gun_380_x1,0.9,0.98,1.2,0.96,,,,,,,,,,,,,,,,,,,
"gun_10_x2_scandinavia_ca,bb,bc",,254,gun_10_x2,scandinavia,"ca, bb, bc",friedrich_gun_228_x2,1.025,1.125,0.9,1.425,ny_gun_210_x2,1.938,2.114,0.9,0.925,vdt_gun_280_x2,1.025,1.125,0.9,1.06,dreadnought_gun_c_305_x2,0.96,1.04,0.9,1.28,bismarck_gun_380_x2,0.9,0.98,0.9,0.96,,,,,,,,,,,,,,,,,,,
